class,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,kp4_x,kp4_y,kp4_v,kp5_x,kp5_y,kp5_v,kp6_x,kp6_y,kp6_v,kp7_x,kp7_y,kp7_v,kp8_x,kp8_y,kp8_v,kp9_x,kp9_y,kp9_v,kp10_x,kp10_y,kp10_v,kp11_x,kp11_y,kp11_v,kp12_x,kp12_y,kp12_v,kp13_x,kp13_y,kp13_v,kp14_x,kp14_y,kp14_v,kp15_x,kp15_y,kp15_v,kp16_x,kp16_y,kp16_v,kp17_x,kp17_y,kp17_v
0,0.43046875,0.41805555555555557,1,0.421875,0.4125,1,0.434375,0.40694444444444444,1,0.42109375,0.425,1,0.4375,0.41944444444444445,1,0.43046875,0.45694444444444443,2,0.43828125,0.44583333333333336,2,0.4265625,0.5027777777777778,2,0.4171875,0.49027777777777776,2,0.4046875,0.5333333333333333,2,0.40234375,0.5208333333333334,2,0.44765625,0.5277777777777778,2,0.4640625,0.5208333333333334,2,0.415625,0.5722222222222222,2,0.44765625,0.5791666666666667,2,0.41953125,0.6472222222222223,2,0.4859375,0.5986111111111111,2,0.4328125,0.43333333333333335,2
0,0.43046875,0.41805555555555557,1,0.421875,0.4125,1,0.434375,0.40694444444444444,1,0.42109375,0.425,1,0.4375,0.41944444444444445,1,0.43046875,0.45694444444444443,2,0.43828125,0.44583333333333336,2,0.4265625,0.5027777777777778,2,0.4171875,0.49027777777777776,2,0.4046875,0.5333333333333333,2,0.40234375,0.5208333333333334,2,0.44765625,0.5277777777777778,2,0.4640625,0.5208333333333334,2,0.415625,0.5722222222222222,2,0.44765625,0.5791666666666667,2,0.41953125,0.6472222222222223,2,0.4859375,0.5986111111111111,2,0.4328125,0.43333333333333335,2
0,0.43046875,0.41805555555555557,1,0.421875,0.4125,1,0.434375,0.40694444444444444,1,0.42109375,0.425,1,0.4375,0.41944444444444445,1,0.43046875,0.45694444444444443,2,0.43828125,0.44583333333333336,2,0.4265625,0.5027777777777778,2,0.4171875,0.49027777777777776,2,0.4046875,0.5333333333333333,2,0.40234375,0.5208333333333334,2,0.44765625,0.5277777777777778,2,0.4640625,0.5208333333333334,2,0.415625,0.5722222222222222,2,0.44765625,0.5791666666666667,2,0.41953125,0.6472222222222223,2,0.4859375,0.5986111111111111,2,0.4328125,0.43333333333333335,2
0,0.43046875,0.41805555555555557,1,0.421875,0.4125,1,0.434375,0.40694444444444444,1,0.42109375,0.425,1,0.4375,0.41944444444444445,1,0.43046875,0.45694444444444443,2,0.43828125,0.44583333333333336,2,0.4265625,0.5027777777777778,2,0.4171875,0.49027777777777776,2,0.4046875,0.5333333333333333,2,0.40234375,0.5208333333333334,2,0.44765625,0.5277777777777778,2,0.4640625,0.5208333333333334,2,0.415625,0.5722222222222222,2,0.44765625,0.5791666666666667,2,0.41953125,0.6472222222222223,2,0.4859375,0.5986111111111111,2,0.4328125,0.43333333333333335,2
0,0.39140625,0.4263888888888889,1,0.3828125,0.425,1,0.39375,0.42083333333333334,1,0.38125,0.43472222222222223,2,0.3984375,0.42777777777777776,2,0.39609375,0.46111111111111114,2,0.38828125,0.4527777777777778,2,0.39453125,0.5138888888888888,2,0.38046875,0.49722222222222223,2,0.371875,0.5388888888888889,2,0.36875,0.5361111111111111,1,0.41640625,0.5305555555555556,2,0.403125,0.525,2,0.3890625,0.5875,2,0.38359375,0.5722222222222222,2,0.41640625,0.6486111111111111,2,0.421875,0.5972222222222222,2,0.39375,0.44027777777777777,2
0,0.39140625,0.4263888888888889,1,0.3828125,0.425,1,0.39375,0.42083333333333334,1,0.38125,0.43472222222222223,2,0.3984375,0.42777777777777776,2,0.39609375,0.46111111111111114,2,0.38828125,0.4527777777777778,2,0.39453125,0.5138888888888888,2,0.38046875,0.49722222222222223,2,0.371875,0.5388888888888889,2,0.36875,0.5361111111111111,1,0.41640625,0.5305555555555556,2,0.403125,0.525,2,0.3890625,0.5875,2,0.38359375,0.5722222222222222,2,0.41640625,0.6486111111111111,2,0.421875,0.5972222222222222,2,0.39375,0.44027777777777777,2
0,0.39140625,0.4263888888888889,1,0.3828125,0.425,1,0.39375,0.42083333333333334,1,0.38125,0.43472222222222223,2,0.3984375,0.42777777777777776,2,0.39609375,0.46111111111111114,2,0.38828125,0.4527777777777778,2,0.39453125,0.5138888888888888,2,0.38046875,0.49722222222222223,2,0.371875,0.5388888888888889,2,0.36875,0.5361111111111111,1,0.41640625,0.5305555555555556,2,0.403125,0.525,2,0.3890625,0.5875,2,0.38359375,0.5722222222222222,2,0.41640625,0.6486111111111111,2,0.421875,0.5972222222222222,2,0.39375,0.44027777777777777,2
0,0.39140625,0.4263888888888889,1,0.3828125,0.425,1,0.39375,0.42083333333333334,1,0.38125,0.43472222222222223,2,0.3984375,0.42777777777777776,2,0.39609375,0.46111111111111114,2,0.38828125,0.4527777777777778,2,0.39453125,0.5138888888888888,2,0.38046875,0.49722222222222223,2,0.371875,0.5388888888888889,2,0.36875,0.5361111111111111,1,0.41640625,0.5305555555555556,2,0.403125,0.525,2,0.3890625,0.5875,2,0.38359375,0.5722222222222222,2,0.41640625,0.6486111111111111,2,0.421875,0.5972222222222222,2,0.39375,0.44027777777777777,2
0,0.39140625,0.4263888888888889,1,0.3828125,0.425,1,0.39375,0.42083333333333334,1,0.38125,0.43472222222222223,2,0.3984375,0.42777777777777776,2,0.39609375,0.46111111111111114,2,0.38828125,0.4527777777777778,2,0.39453125,0.5138888888888888,2,0.38046875,0.49722222222222223,2,0.371875,0.5388888888888889,2,0.36875,0.5361111111111111,1,0.41640625,0.5305555555555556,2,0.403125,0.525,2,0.3890625,0.5875,2,0.38359375,0.5722222222222222,2,0.41640625,0.6486111111111111,2,0.421875,0.5972222222222222,2,0.39375,0.44027777777777777,2
0,0.39140625,0.4263888888888889,1,0.3828125,0.425,1,0.39375,0.42083333333333334,1,0.38125,0.43472222222222223,2,0.3984375,0.42777777777777776,2,0.39609375,0.46111111111111114,2,0.38828125,0.4527777777777778,2,0.39453125,0.5138888888888888,2,0.38046875,0.49722222222222223,2,0.371875,0.5388888888888889,2,0.36875,0.5361111111111111,1,0.41640625,0.5305555555555556,2,0.403125,0.525,2,0.3890625,0.5875,2,0.38359375,0.5722222222222222,2,0.41640625,0.6486111111111111,2,0.421875,0.5972222222222222,2,0.39375,0.44027777777777777,2
0,0.39140625,0.4263888888888889,1,0.3828125,0.425,1,0.39375,0.42083333333333334,1,0.38125,0.43472222222222223,2,0.3984375,0.42777777777777776,2,0.39609375,0.46111111111111114,2,0.38828125,0.4527777777777778,2,0.39453125,0.5138888888888888,2,0.38046875,0.49722222222222223,2,0.371875,0.5388888888888889,2,0.36875,0.5361111111111111,1,0.41640625,0.5305555555555556,2,0.403125,0.525,2,0.3890625,0.5875,2,0.38359375,0.5722222222222222,2,0.41640625,0.6486111111111111,2,0.421875,0.5972222222222222,2,0.39375,0.44027777777777777,2
0,0.3546875,0.40555555555555556,1,0.34609375,0.4013888888888889,2,0.35703125,0.3958333333333333,2,0.34609375,0.41388888888888886,1,0.36171875,0.4083333333333333,1,0.36015625,0.4361111111111111,2,0.34921875,0.43472222222222223,2,0.3703125,0.4791666666666667,2,0.35,0.475,2,0.3484375,0.5097222222222222,2,0.34453125,0.5069444444444444,1,0.38046875,0.5166666666666667,2,0.3609375,0.5111111111111111,2,0.3546875,0.5847222222222223,2,0.34140625,0.5513888888888889,2,0.39453125,0.6180555555555556,2,0.36640625,0.6097222222222223,2,0.35703125,0.41805555555555557,2
0,0.3546875,0.40555555555555556,1,0.34609375,0.4013888888888889,2,0.35703125,0.3958333333333333,2,0.34609375,0.41388888888888886,1,0.36171875,0.4083333333333333,1,0.36015625,0.4361111111111111,2,0.34921875,0.43472222222222223,2,0.3703125,0.4791666666666667,2,0.35,0.475,2,0.3484375,0.5097222222222222,2,0.34453125,0.5069444444444444,1,0.38046875,0.5166666666666667,2,0.3609375,0.5111111111111111,2,0.3546875,0.5847222222222223,2,0.34140625,0.5513888888888889,2,0.39453125,0.6180555555555556,2,0.36640625,0.6097222222222223,2,0.35703125,0.41805555555555557,2
0,0.3546875,0.40555555555555556,1,0.34609375,0.4013888888888889,2,0.35703125,0.3958333333333333,2,0.34609375,0.41388888888888886,1,0.36171875,0.4083333333333333,1,0.36015625,0.4361111111111111,2,0.34921875,0.43472222222222223,2,0.3703125,0.4791666666666667,2,0.35,0.475,2,0.3484375,0.5097222222222222,2,0.34453125,0.5069444444444444,1,0.38046875,0.5166666666666667,2,0.3609375,0.5111111111111111,2,0.3546875,0.5847222222222223,2,0.34140625,0.5513888888888889,2,0.39453125,0.6180555555555556,2,0.36640625,0.6097222222222223,2,0.35703125,0.41805555555555557,2
0,0.3546875,0.40555555555555556,1,0.34609375,0.4013888888888889,2,0.35703125,0.3958333333333333,2,0.34609375,0.41388888888888886,1,0.36171875,0.4083333333333333,1,0.36015625,0.4361111111111111,2,0.34921875,0.43472222222222223,2,0.3703125,0.4791666666666667,2,0.35,0.475,2,0.3484375,0.5097222222222222,2,0.34453125,0.5069444444444444,1,0.38046875,0.5166666666666667,2,0.3609375,0.5111111111111111,2,0.3546875,0.5847222222222223,2,0.34140625,0.5513888888888889,2,0.39453125,0.6180555555555556,2,0.36640625,0.6097222222222223,2,0.35703125,0.41805555555555557,2
0,0.3546875,0.40555555555555556,1,0.34609375,0.4013888888888889,2,0.35703125,0.3958333333333333,2,0.34609375,0.41388888888888886,1,0.36171875,0.4083333333333333,1,0.36015625,0.4361111111111111,2,0.34921875,0.43472222222222223,2,0.3703125,0.4791666666666667,2,0.35,0.475,2,0.3484375,0.5097222222222222,2,0.34453125,0.5069444444444444,1,0.38046875,0.5166666666666667,2,0.3609375,0.5111111111111111,2,0.3546875,0.5847222222222223,2,0.34140625,0.5513888888888889,2,0.39453125,0.6180555555555556,2,0.36640625,0.6097222222222223,2,0.35703125,0.41805555555555557,2
0,0.3546875,0.40555555555555556,1,0.34609375,0.4013888888888889,2,0.35703125,0.3958333333333333,2,0.34609375,0.41388888888888886,1,0.36171875,0.4083333333333333,1,0.36015625,0.4361111111111111,2,0.34921875,0.43472222222222223,2,0.3703125,0.4791666666666667,2,0.35,0.475,2,0.3484375,0.5097222222222222,2,0.34453125,0.5069444444444444,1,0.38046875,0.5166666666666667,2,0.3609375,0.5111111111111111,2,0.3546875,0.5847222222222223,2,0.34140625,0.5513888888888889,2,0.39453125,0.6180555555555556,2,0.36640625,0.6097222222222223,2,0.35703125,0.41805555555555557,2
0,0.3546875,0.40555555555555556,1,0.34609375,0.4013888888888889,2,0.35703125,0.3958333333333333,2,0.34609375,0.41388888888888886,1,0.36171875,0.4083333333333333,1,0.36015625,0.4361111111111111,2,0.34921875,0.43472222222222223,2,0.3703125,0.4791666666666667,2,0.35,0.475,2,0.3484375,0.5097222222222222,2,0.34453125,0.5069444444444444,1,0.38046875,0.5166666666666667,2,0.3609375,0.5111111111111111,2,0.3546875,0.5847222222222223,2,0.34140625,0.5513888888888889,2,0.39453125,0.6180555555555556,2,0.36640625,0.6097222222222223,2,0.35703125,0.41805555555555557,2
0,0.3203125,0.4083333333333333,1,0.31328125,0.40555555555555556,1,0.3234375,0.4,1,0.31171875,0.4152777777777778,2,0.328125,0.4083333333333333,2,0.3265625,0.43472222222222223,2,0.31484375,0.43472222222222223,2,0.334375,0.4736111111111111,2,0.3171875,0.46944444444444444,2,0.31171875,0.49027777777777776,2,0.31640625,0.4986111111111111,1,0.3484375,0.5152777777777777,2,0.328125,0.5055555555555555,2,0.325,0.5819444444444445,2,0.3046875,0.5444444444444444,2,0.35390625,0.6138888888888889,2,0.33046875,0.5861111111111111,1,0.321875,0.42083333333333334,2
0,0.3203125,0.4083333333333333,1,0.31328125,0.40555555555555556,1,0.3234375,0.4,1,0.31171875,0.4152777777777778,2,0.328125,0.4083333333333333,2,0.3265625,0.43472222222222223,2,0.31484375,0.43472222222222223,2,0.334375,0.4736111111111111,2,0.3171875,0.46944444444444444,2,0.31171875,0.49027777777777776,2,0.31640625,0.4986111111111111,1,0.3484375,0.5152777777777777,2,0.328125,0.5055555555555555,2,0.325,0.5819444444444445,2,0.3046875,0.5444444444444444,2,0.35390625,0.6138888888888889,2,0.33046875,0.5861111111111111,1,0.321875,0.42083333333333334,2
0,0.3203125,0.4083333333333333,1,0.31328125,0.40555555555555556,1,0.3234375,0.4,1,0.31171875,0.4152777777777778,2,0.328125,0.4083333333333333,2,0.3265625,0.43472222222222223,2,0.31484375,0.43472222222222223,2,0.334375,0.4736111111111111,2,0.3171875,0.46944444444444444,2,0.31171875,0.49027777777777776,2,0.31640625,0.4986111111111111,1,0.3484375,0.5152777777777777,2,0.328125,0.5055555555555555,2,0.325,0.5819444444444445,2,0.3046875,0.5444444444444444,2,0.35390625,0.6138888888888889,2,0.33046875,0.5861111111111111,1,0.321875,0.42083333333333334,2
0,0.3203125,0.4083333333333333,1,0.31328125,0.40555555555555556,1,0.3234375,0.4,1,0.31171875,0.4152777777777778,2,0.328125,0.4083333333333333,2,0.3265625,0.43472222222222223,2,0.31484375,0.43472222222222223,2,0.334375,0.4736111111111111,2,0.3171875,0.46944444444444444,2,0.31171875,0.49027777777777776,2,0.31640625,0.4986111111111111,1,0.3484375,0.5152777777777777,2,0.328125,0.5055555555555555,2,0.325,0.5819444444444445,2,0.3046875,0.5444444444444444,2,0.35390625,0.6138888888888889,2,0.33046875,0.5861111111111111,1,0.321875,0.42083333333333334,2
0,0.3203125,0.4083333333333333,1,0.31328125,0.40555555555555556,1,0.3234375,0.4,1,0.31171875,0.4152777777777778,2,0.328125,0.4083333333333333,2,0.3265625,0.43472222222222223,2,0.31484375,0.43472222222222223,2,0.334375,0.4736111111111111,2,0.3171875,0.46944444444444444,2,0.31171875,0.49027777777777776,2,0.31640625,0.4986111111111111,1,0.3484375,0.5152777777777777,2,0.328125,0.5055555555555555,2,0.325,0.5819444444444445,2,0.3046875,0.5444444444444444,2,0.35390625,0.6138888888888889,2,0.33046875,0.5861111111111111,1,0.321875,0.42083333333333334,2
0,0.3203125,0.4083333333333333,1,0.31328125,0.40555555555555556,1,0.3234375,0.4,1,0.31171875,0.4152777777777778,2,0.328125,0.4083333333333333,2,0.3265625,0.43472222222222223,2,0.31484375,0.43472222222222223,2,0.334375,0.4736111111111111,2,0.3171875,0.46944444444444444,2,0.31171875,0.49027777777777776,2,0.31640625,0.4986111111111111,1,0.3484375,0.5152777777777777,2,0.328125,0.5055555555555555,2,0.325,0.5819444444444445,2,0.3046875,0.5444444444444444,2,0.35390625,0.6138888888888889,2,0.33046875,0.5861111111111111,1,0.321875,0.42083333333333334,2
0,0.3203125,0.4083333333333333,1,0.31328125,0.40555555555555556,1,0.3234375,0.4,1,0.31171875,0.4152777777777778,2,0.328125,0.4083333333333333,2,0.3265625,0.43472222222222223,2,0.31484375,0.43472222222222223,2,0.334375,0.4736111111111111,2,0.3171875,0.46944444444444444,2,0.31171875,0.49027777777777776,2,0.31640625,0.4986111111111111,1,0.3484375,0.5152777777777777,2,0.328125,0.5055555555555555,2,0.325,0.5819444444444445,2,0.3046875,0.5444444444444444,2,0.35390625,0.6138888888888889,2,0.33046875,0.5861111111111111,1,0.321875,0.42083333333333334,2
0,0.26015625,0.4083333333333333,1,0.253125,0.4013888888888889,1,0.26484375,0.39861111111111114,1,0.253125,0.41388888888888886,2,0.26796875,0.4041666666666667,2,0.253125,0.43194444444444446,2,0.28515625,0.42916666666666664,2,0.26015625,0.46111111111111114,1,0.28828125,0.4597222222222222,1,0.2640625,0.42916666666666664,1,0.27109375,0.42916666666666664,1,0.26953125,0.5125,2,0.29453125,0.5055555555555555,2,0.28046875,0.5805555555555556,2,0.28125,0.5375,2,0.31640625,0.5902777777777778,2,0.27890625,0.5902777777777778,2,0.2640625,0.41944444444444445,2
0,0.26015625,0.4083333333333333,1,0.253125,0.4013888888888889,1,0.26484375,0.39861111111111114,1,0.253125,0.41388888888888886,2,0.26796875,0.4041666666666667,2,0.253125,0.43194444444444446,2,0.28515625,0.42916666666666664,2,0.26015625,0.46111111111111114,1,0.28828125,0.4597222222222222,1,0.2640625,0.42916666666666664,1,0.27109375,0.42916666666666664,1,0.26953125,0.5125,2,0.29453125,0.5055555555555555,2,0.28046875,0.5805555555555556,2,0.28125,0.5375,2,0.31640625,0.5902777777777778,2,0.27890625,0.5902777777777778,2,0.2640625,0.41944444444444445,2
0,0.26015625,0.4083333333333333,1,0.253125,0.4013888888888889,1,0.26484375,0.39861111111111114,1,0.253125,0.41388888888888886,2,0.26796875,0.4041666666666667,2,0.253125,0.43194444444444446,2,0.28515625,0.42916666666666664,2,0.26015625,0.46111111111111114,1,0.28828125,0.4597222222222222,1,0.2640625,0.42916666666666664,1,0.27109375,0.42916666666666664,1,0.26953125,0.5125,2,0.29453125,0.5055555555555555,2,0.28046875,0.5805555555555556,2,0.28125,0.5375,2,0.31640625,0.5902777777777778,2,0.27890625,0.5902777777777778,2,0.2640625,0.41944444444444445,2
0,0.26015625,0.4083333333333333,1,0.253125,0.4013888888888889,1,0.26484375,0.39861111111111114,1,0.253125,0.41388888888888886,2,0.26796875,0.4041666666666667,2,0.253125,0.43194444444444446,2,0.28515625,0.42916666666666664,2,0.26015625,0.46111111111111114,1,0.28828125,0.4597222222222222,1,0.2640625,0.42916666666666664,1,0.27109375,0.42916666666666664,1,0.26953125,0.5125,2,0.29453125,0.5055555555555555,2,0.28046875,0.5805555555555556,2,0.28125,0.5375,2,0.31640625,0.5902777777777778,2,0.27890625,0.5902777777777778,2,0.2640625,0.41944444444444445,2
0,0.26015625,0.4083333333333333,1,0.253125,0.4013888888888889,1,0.26484375,0.39861111111111114,1,0.253125,0.41388888888888886,2,0.26796875,0.4041666666666667,2,0.253125,0.43194444444444446,2,0.28515625,0.42916666666666664,2,0.26015625,0.46111111111111114,1,0.28828125,0.4597222222222222,1,0.2640625,0.42916666666666664,1,0.27109375,0.42916666666666664,1,0.26953125,0.5125,2,0.29453125,0.5055555555555555,2,0.28046875,0.5805555555555556,2,0.28125,0.5375,2,0.31640625,0.5902777777777778,2,0.27890625,0.5902777777777778,2,0.2640625,0.41944444444444445,2
0,0.26015625,0.4083333333333333,1,0.253125,0.4013888888888889,1,0.26484375,0.39861111111111114,1,0.253125,0.41388888888888886,2,0.26796875,0.4041666666666667,2,0.253125,0.43194444444444446,2,0.28515625,0.42916666666666664,2,0.26015625,0.46111111111111114,1,0.28828125,0.4597222222222222,1,0.2640625,0.42916666666666664,1,0.27109375,0.42916666666666664,1,0.26953125,0.5125,2,0.29453125,0.5055555555555555,2,0.28046875,0.5805555555555556,2,0.28125,0.5375,2,0.31640625,0.5902777777777778,2,0.27890625,0.5902777777777778,2,0.2640625,0.41944444444444445,2
0,0.26015625,0.4083333333333333,1,0.253125,0.4013888888888889,1,0.26484375,0.39861111111111114,1,0.253125,0.41388888888888886,2,0.26796875,0.4041666666666667,2,0.253125,0.43194444444444446,2,0.28515625,0.42916666666666664,2,0.26015625,0.46111111111111114,1,0.28828125,0.4597222222222222,1,0.2640625,0.42916666666666664,1,0.27109375,0.42916666666666664,1,0.26953125,0.5125,2,0.29453125,0.5055555555555555,2,0.28046875,0.5805555555555556,2,0.28125,0.5375,2,0.31640625,0.5902777777777778,2,0.27890625,0.5902777777777778,2,0.2640625,0.41944444444444445,2
0,0.23828125,0.4083333333333333,1,0.228125,0.4,1,0.240625,0.39861111111111114,1,0.2296875,0.4111111111111111,1,0.24609375,0.4027777777777778,1,0.23359375,0.43194444444444446,2,0.25625,0.4166666666666667,2,0.259375,0.4222222222222222,1,0.2859375,0.4388888888888889,2,0.27265625,0.3861111111111111,2,0.28515625,0.3972222222222222,2,0.25078125,0.5055555555555555,2,0.2734375,0.49166666666666664,2,0.25703125,0.5819444444444445,2,0.26875,0.5388888888888889,2,0.284375,0.5930555555555556,2,0.2765625,0.5819444444444445,2,0.24140625,0.41944444444444445,2
0,0.23828125,0.4083333333333333,1,0.228125,0.4,1,0.240625,0.39861111111111114,1,0.2296875,0.4111111111111111,1,0.24609375,0.4027777777777778,1,0.23359375,0.43194444444444446,2,0.25625,0.4166666666666667,2,0.259375,0.4222222222222222,1,0.2859375,0.4388888888888889,2,0.27265625,0.3861111111111111,2,0.28515625,0.3972222222222222,2,0.25078125,0.5055555555555555,2,0.2734375,0.49166666666666664,2,0.25703125,0.5819444444444445,2,0.26875,0.5388888888888889,2,0.284375,0.5930555555555556,2,0.2765625,0.5819444444444445,2,0.24140625,0.41944444444444445,2
0,0.23828125,0.4083333333333333,1,0.228125,0.4,1,0.240625,0.39861111111111114,1,0.2296875,0.4111111111111111,1,0.24609375,0.4027777777777778,1,0.23359375,0.43194444444444446,2,0.25625,0.4166666666666667,2,0.259375,0.4222222222222222,1,0.2859375,0.4388888888888889,2,0.27265625,0.3861111111111111,2,0.28515625,0.3972222222222222,2,0.25078125,0.5055555555555555,2,0.2734375,0.49166666666666664,2,0.25703125,0.5819444444444445,2,0.26875,0.5388888888888889,2,0.284375,0.5930555555555556,2,0.2765625,0.5819444444444445,2,0.24140625,0.41944444444444445,2
